text,target,target_name,clean_text
"

Wait a minute.  I agree with you that people have to take responsibility
for their own behavior (I assume that's what you meant by the word
""account""), but also for ""the behavior of their immediate community""?

First of all, how ""immediate"" are you talking about, and secondly, I
have a lot of trouble with any theory of social behavior or justice
which charges anyone with the duty of taking responsibility for or
accounting for the actions of a different person...",3,talk.politics.misc,wait a minute i agree with you that people have to take responsibility for their own behavior i assume that s what you meant by the word account but also for the behavior of their immediate community first of all how immediate are you talking about and secondly i have a lot of trouble with any theory of social behavior or justice which charges anyone with the duty of taking responsibility for or accounting for the actions of a different person
"                  ^^^^^^^^^^^^^^^^^^^^^^^^
    Don't be so sure, the Blues played the Hawks pretty well this season,
and won twice at the Stadium. The Blues will give the Hawks a hard time.
This series is one of the best first round matchups, could go either way.
The Hawks will probably prevail in seven games.",1,rec.sport.hockey,don t be so sure the blues played the hawks pretty well this season and won twice at the stadium the blues will give the hawks a hard time this series is one of the best first round matchups could go either way the hawks will probably prevail in seven games
"
Unless I'm imaging things, (always a possibility =) 1992 QB1, the Kuiper Belt
object discovered last year, is known as Smiley.
",2,sci.space,unless i m imaging things always a possibility qb the kuiper belt object discovered last year is known as smiley
"ETHER IMPLODES 2 EARTH CORE, IS GRAVITY!!!

  This paper BOTH describes how heavenly bodys can be stationary, 
ether sucking structures, AND why we observe ""orbital"" motion!!

  Ether, the theoretical propogation media of electro-magnetic 
waves, was concluded not to exist, based on the results of the 
Michelson-Moreley experiment conducted a century ago. 

  I propose that those conclusions are flawed, based on the fact 
that the experiment was designed to look for a flow parallel to the 
earth's surface, not perpindicular. (Due to the prevailing assumption 
that the earth traveled through the ether as a ball through the wind)

  The reversal of the that conclusion, a pivotal keystone in the 
development of modern scientific thought, could have ramifications 
of BIBLICAL proportions through out the WORLD!!

  REMEMBER: Einstien said Imagination is greater than knowledge!!

  
1
  I dream like this: ether based reality
 
  The ether is like a fluid out of phase with our reality. Creations 
start as a lattice placed into the ether. Given a spin, the lattices
both drag the fluid, like a margarita blender, and ingest it, 
converting it, distilling localized mass, time and energy. 
(non-spinning lattice = ""dark matter"")

  The earth isn't exactly spinning, around the sun. Picture an image 
of a galaxy; we haven't any videos of them spinning. Picture us 
being stationary, and the sun's image being dragged across the sky by 
the spinning ether field. (Picture an onion, each layer of which is 
spinning a little faster than the next. A thread shot at the inner 
kernel would be stretched diagonally sideways, its head being in a 
faster shell than its tail, until it finally intersected the ground 
of the inner kernel, its direction vector being straight down, but 
its ""foot print"" being a line, not a point. [sunrise, sunset])
  
  The moon isn't exactly orbiting us. It is a parasite, (non self 
spin sustaining ) being dragged in the earth's ether field, which is 
itself in the sun's much more powerful field. Our seasons are the 
wobble of earth's axis, like a top slowing down. The ""orbit"" of the
earth around the sun is all of the stars' images being dragged around
by the sun's ether feild.

  The earth, moon and sun are about the same size and ""distance"" 
apart. Its just that the time between them varies greatly, because 
the ""path"" is not the same. The moon's lattice in the ether is like 
sticking a fork in a plate of spaghetti and giving the plate a half 
turn. The sun's lattice has so much spin that its like the fork has 
got the whole plate of noodles wound up. The piece of light going to 
the moon can slide down the spaghetti and maybe make a ""j"" hook at 
the end. The piece of light going to the sun has to go around the 
whole plate, like a needle in a record, before it gets there. 

  With a pencil, compass, and rule, draw a diagram of how the moon 
can be about as big as ""earth's"" shadow upon it, and at other times 
totally eclipse the sun. Look in the sky. except for your Knowledge, 
would you guess that they are about the same size, just because they 
look about the same size?

   O .     - -                 E     O   O   O   S
 E       /     \            
    M    |      |      OR                M    
         \ _ _ /                         
       S                           
       
  The full moon, quarter moon etc. is the difference between rate
of ether spins. What we are looking at is a rotating ""turntable view"" 
of the moon, only half of which is facing the sun. ( I've seen a 
half moon within about 120 degrees (of sky) of the sun, during the 
day. Try and draw that ""earth shadow."") Its only the moon's image 
which appears to orbit us. No matter where it is, the light part is 
the part facing the sun, and the dark part is the half facing away 
from the sun, even when it appears to be behind us.

  ""Light-Years"" between galaxies is a misnomer. The distance is 
closer to zero, as time and matter are characteristics of this phase 
of reality, which dissipates outward with each layer of the onion. 
(defining edge = 0 ether spin) What we are seeing could be 
essentially happening now. The ""piece"" of light may have experienced 
many years, but the trip could be very quick, our time.

  To time travel or warp space I might consider learning to 
de-spin myself. (phase out my mass) Good luck trying to design 
a propulsion system to drag around a space-time locality. (its like 
trying to move a balloon by shooting a squirt gun from within)

  To find out about all of this, I recommend studying history. I'd 
look in the book of life. (or holy grail etc.) Brain waves just 
might carry decipherable data. I'd start looking on some part of the 
spectra said to be unusable, due to all the background noise. (4+ 
billion humans?) I'd totally isolate myself, record me thinking DOG 
backwards, and learn to read what I got. (Microsoft Holy Grail card 
for Pentium!)

  Next, concluding that my thoughts were recorded on a non time-bound 
media, the ether, and that it is I who move forward (in time). I 
would try to temporarily locally reverse the flow, (of time, which 
I'd start looking for as flowing opposite magnetism, pole to pole. 
[Why not?]) perhaps by passing a LARGE, FLAT DC current through a 
two foot diameter. coil or choke or something, and seeing what I 
could get with my machine's receiver next to it.  

  If you don't think you'll live to see it, consider this: QUIT 
PUTTING THE REPRODUCTIVE KEYS OF OTHER LIFE IN YOUR BODY! All of 
life's data could be written on the wind, (ether) not just our 
thoughts. DNA could be a little receiver or file access code. By 
eating SEEDS, we could be jamming our reception, or receiving plant 
instructions. Try eating seed bearing fruit. Maybe those Greek or 
biblical guys did live hundreds of years. I'm curios to see what 
they did and ate. Don't worry if your hair stops growing. (Maybe we 
don't need to eat at all, the cosmos are formed from nothing, and 
that is creating matter! I only need enough to bounce around. Where 
did the household concept 'immortal' come from? Wheat is a weed, it 
is programmed to pull from the soil, reproduce like hell, and then 
die)

  Warning about writing to the past:
I had a little dream of being in a world, in the near parallel 
future, lying along a path of history which we have diverged from. 
There were; twelve telepathic, glowing beings, who looked like an 
Oscar award and who had always been, a dark one who looked like us, 
and then myself. The dark one was in the process of making the 
others into gods, (he had to teach them what that meant) by 
""advising"" them in their past. Basically, he manipulated them into 
reproducing, and raising their children on his seed. He said that 
the little ones who looked different were a sub-species, meant to 
provide service. He carefully combed through history, rewriting it 
in his favor, pulling like a weed anything that compromised his 
control. He enticed recruits by sending them his visions, saying 
that there was immortality at the end of the road for only twelve 
souls: kill or be killed. The amount of control he could exert was 
finite, though, as at every change he made, a void would appear in 
our reality. The universe one day ended 100 meters from us: it 
seemed odd, but we couldn't remember how else it should be. Then 
some of the twelve were no more. Finally, when he could prune no 
more, and reality stopped just beyond his fingertips, he stepped 
through his portal to the past, to bask, over and over, in all that 
he had created. I made a few more changes, and lost my body, 
existing only on the wind. 

  MORAL: Its very possible to eliminate from your reality the souls 
whose will's are not in harmony with yours (Golden Rule - treat 
others as you wish to be treated) I.E., you could end up along a 
lonely thread of time with murderers or flowery brown-nosers for 
playmates. (its not eternal, there's more than one way back) 

 Accepting rides to the past:
Once here, the one who looks like us sells rides, he can make you a 
Prince, or a Queen, or you can live as a god in ancient Greece. Go 
ahead, repeat the third grade as often as you like, Adam henry. 
I Hope you like inspecting your socks. Careful though, if he likes 
your work, but thinks you're getting wise, he can direct you to cross 
paths with your old self, and you'll vanish as you rewrite your own 
course of history, none the wiser.

  As we pass the point along the parallel line where he stepped 
back in time, his hierarchy will lose its direction. He can still 
make changes while he's here, its just that that is work, and with 
every 'adjustment', this becomes less the world he cultivated, which 
loosens his grip, and his organization is suddenly one branch less. 
But he can't see the change. The basic nature of man is good. He had 
to apply his hand to achieve his world. As he now tightens his hand 
to retain what he built, the more sand slips through his fingers. 

  How about public computer access to the I.R.S. ? Its our country, 
our money, and they're spending it on us, RIGHT? Imagine this: 
Washington marks the next cost at 8, IRS collects 10, gives 5 to 
congress, and just absolutely buries 5. Congress borrows 2. The banks 
are making, what, a 30% margin (interest) on our government? Big 
corporations are ecstatic if they can do a 10% margin. What do the 
banks do with it? Hold some on a carrot to the world, sure, but 
mostly, bury it. WHY? Food production is 2% GNP?, construction 6% ? 14 
hours to build your auto?  The people are spending all of their time 
to buy back a tenth of what they produce. Have we been deceived? If 
we are more efficient, why is it getting harder to get by? What if 
the point is just to keep the people busy making widgets? 

  In that other reality, I shouted to the twelve, ""its chaos!"" They 
said, ""no, its order."" He defined chaos as that which is he was not 
able to control.

  Rain forest: The problem could be that all the water in its canopy 
would hide the  location of an indigenous people who have no 
language. (telepathic; and 'vanishing' the closest knowledge of death)
(think of the spine as a transceiver, if it is on the ground and 
pointed up, you can locate it from above) These people are probably 
naive as children, but very, very tough to kill. Also, They should 
be able to tell you stories about the dark one that I talk about. 
They can hear him. I think that Ham and world band radio old timers 
might have a story to tell on this. These people would be on a 
different frequency than us as they aren't eating seeds.

  Famine relief: When I make my diet almost all whole wheat, I get a 
huge belly, lose muscle mass, sleep A LOT, and get sick. When I eat 
only fresh fruit, I get more energy, a Hollywood-flat belly, and 
need a lot less sleep.

  UN. Peace Keeping; There is fighting and killing all over. The 
troops go in when there is no bread on the shelf. (its OK to kill 
each other, just make sure there is enough to eat.)

  Somalia: What is disturbing is energetic, gun carrying, three foot 
tall sixteen year-olds, who eat nothing but some roots that they 
suck on. It is not so much that their growth is stunted, it is that 
they aren't dying at a rate of 50 of 60 years per life. 

  Women with children, Babes in arms: Historical references to women 
and children as a single unit could mean that infants were not cut 
from the umbilical cord. (and hence, were not breast fed) I think 
that there may be some very interesting results to this, such as 
mother-child telepathy, and blue blooded infants. There are examples 
of this practice in the aquatic mammal kingdom to investigate.

  That guy is the master of illusion, and the ultimate liar. He 
tells it first, and then just follows the thread of time in which 
the people are willing to buy it. (in which he can make it so) He'll 
play a poker face up until he thinks he's cornered, and then he'll 
whine, beg and grovel. All it means to him is that you're willing to 
live on the ground work that he has laid, that is, that he was 
right, and he didn't over play his hand, and he won't need to go 
back and try another thread of time. You have ultimate control over 
your destiny, just don't live along a path that leads to a reality 
in which you don't want to be a part of. ",2,sci.space,ether implodes earth core is gravity this paper both describes how heavenly bodys can be stationary ether sucking structures and why we observe orbital motion ether the theoretical propogation media of electro magnetic waves was concluded not to exist based on the results of the michelson moreley experiment conducted a century ago i propose that those conclusions are flawed based on the fact that the experiment was designed to look for a flow parallel to the earth s surface not perpindicular due to the prevailing assumption that the earth traveled through the ether as a ball through the wind the reversal of the that conclusion a pivotal keystone in the development of modern scientific thought could have ramifications of biblical proportions through out the world remember einstien said imagination is greater than knowledge i dream like this ether based reality the ether is like a fluid out of phase with our reality creations start as a lattice placed into the ether given a spin the lattices both drag the fluid like a margarita blender and ingest it converting it distilling localized mass time and energy non spinning lattice dark matter the earth isn t exactly spinning around the sun picture an image of a galaxy we haven t any videos of them spinning picture us being stationary and the sun s image being dragged across the sky by the spinning ether field picture an onion each layer of which is spinning a little faster than the next a thread shot at the inner kernel would be stretched diagonally sideways its head being in a faster shell than its tail until it finally intersected the ground of the inner kernel its direction vector being straight down but its foot print being a line not a point sunrise sunset the moon isn t exactly orbiting us it is a parasite non self spin sustaining being dragged in the earth s ether field which is itself in the sun s much more powerful field our seasons are the wobble of earth s axis like a top slowing down the orbit of the earth around the sun is all of the stars images being dragged around by the sun s ether feild the earth moon and sun are about the same size and distance apart its just that the time between them varies greatly because the path is not the same the moon s lattice in the ether is like sticking a fork in a plate of spaghetti and giving the plate a half turn the sun s lattice has so much spin that its like the fork has got the whole plate of noodles wound up the piece of light going to the moon can slide down the spaghetti and maybe make a j hook at the end the piece of light going to the sun has to go around the whole plate like a needle in a record before it gets there with a pencil compass and rule draw a diagram of how the moon can be about as big as earth s shadow upon it and at other times totally eclipse the sun look in the sky except for your knowledge would you guess that they are about the same size just because they look about the same size o e o o o s e m or m s the full moon quarter moon etc is the difference between rate of ether spins what we are looking at is a rotating turntable view of the moon only half of which is facing the sun i ve seen a half moon within about degrees of sky of the sun during the day try and draw that earth shadow its only the moon s image which appears to orbit us no matter where it is the light part is the part facing the sun and the dark part is the half facing away from the sun even when it appears to be behind us light years between galaxies is a misnomer the distance is closer to zero as time and matter are characteristics of this phase of reality which dissipates outward with each layer of the onion defining edge ether spin what we are seeing could be essentially happening now the piece of light may have experienced many years but the trip could be very quick our time to time travel or warp space i might consider learning to de spin myself phase out my mass good luck trying to design a propulsion system to drag around a space time locality its like trying to move a balloon by shooting a squirt gun from within to find out about all of this i recommend studying history i d look in the book of life or holy grail etc brain waves just might carry decipherable data i d start looking on some part of the spectra said to be unusable due to all the background noise billion humans i d totally isolate myself record me thinking dog backwards and learn to read what i got microsoft holy grail card for pentium next concluding that my thoughts were recorded on a non time bound media the ether and that it is i who move forward in time i would try to temporarily locally reverse the flow of time which i d start looking for as flowing opposite magnetism pole to pole why not perhaps by passing a large flat dc current through a two foot diameter coil or choke or something and seeing what i could get with my machine s receiver next to it if you don t think you ll live to see it consider this quit putting the reproductive keys of other life in your body all of life s data could be written on the wind ether not just our thoughts dna could be a little receiver or file access code by eating seeds we could be jamming our reception or receiving plant instructions try eating seed bearing fruit maybe those greek or biblical guys did live hundreds of years i m curios to see what they did and ate don t worry if your hair stops growing maybe we don t need to eat at all the cosmos are formed from nothing and that is creating matter i only need enough to bounce around where did the household concept immortal come from wheat is a weed it is programmed to pull from the soil reproduce like hell and then die warning about writing to the past i had a little dream of being in a world in the near parallel future lying along a path of history which we have diverged from there were twelve telepathic glowing beings who looked like an oscar award and who had always been a dark one who looked like us and then myself the dark one was in the process of making the others into gods he had to teach them what that meant by advising them in their past basically he manipulated them into reproducing and raising their children on his seed he said that the little ones who looked different were a sub species meant to provide service he carefully combed through history rewriting it in his favor pulling like a weed anything that compromised his control he enticed recruits by sending them his visions saying that there was immortality at the end of the road for only twelve souls kill or be killed the amount of control he could exert was finite though as at every change he made a void would appear in our reality the universe one day ended meters from us it seemed odd but we couldn t remember how else it should be then some of the twelve were no more finally when he could prune no more and reality stopped just beyond his fingertips he stepped through his portal to the past to bask over and over in all that he had created i made a few more changes and lost my body existing only on the wind moral its very possible to eliminate from your reality the souls whose will s are not in harmony with yours golden rule treat others as you wish to be treated i e you could end up along a lonely thread of time with murderers or flowery brown nosers for playmates its not eternal there s more than one way back accepting rides to the past once here the one who looks like us sells rides he can make you a prince or a queen or you can live as a god in ancient greece go ahead repeat the third grade as often as you like adam henry i hope you like inspecting your socks careful though if he likes your work but thinks you re getting wise he can direct you to cross paths with your old self and you ll vanish as you rewrite your own course of history none the wiser as we pass the point along the parallel line where he stepped back in time his hierarchy will lose its direction he can still make changes while he s here its just that that is work and with every adjustment this becomes less the world he cultivated which loosens his grip and his organization is suddenly one branch less but he can t see the change the basic nature of man is good he had to apply his hand to achieve his world as he now tightens his hand to retain what he built the more sand slips through his fingers how about public computer access to the i r s its our country our money and they re spending it on us right imagine this washington marks the next cost at irs collects gives to congress and just absolutely buries congress borrows the banks are making what a margin interest on our government big corporations are ecstatic if they can do a margin what do the banks do with it hold some on a carrot to the world sure but mostly bury it why food production is gnp construction hours to build your auto the people are spending all of their time to buy back a tenth of what they produce have we been deceived if we are more efficient why is it getting harder to get by what if the point is just to keep the people busy making widgets in that other reality i shouted to the twelve its chaos they said no its order he defined chaos as that which is he was not able to control rain forest the problem could be that all the water in its canopy would hide the location of an indigenous people who have no language telepathic and vanishing the closest knowledge of death think of the spine as a transceiver if it is on the ground and pointed up you can locate it from above these people are probably naive as children but very very tough to kill also they should be able to tell you stories about the dark one that i talk about they can hear him i think that ham and world band radio old timers might have a story to tell on this these people would be on a different frequency than us as they aren t eating seeds famine relief when i make my diet almost all whole wheat i get a huge belly lose muscle mass sleep a lot and get sick when i eat only fresh fruit i get more energy a hollywood flat belly and need a lot less sleep un peace keeping there is fighting and killing all over the troops go in when there is no bread on the shelf its ok to kill each other just make sure there is enough to eat somalia what is disturbing is energetic gun carrying three foot tall sixteen year olds who eat nothing but some roots that they suck on it is not so much that their growth is stunted it is that they aren t dying at a rate of of years per life women with children babes in arms historical references to women and children as a single unit could mean that infants were not cut from the umbilical cord and hence were not breast fed i think that there may be some very interesting results to this such as mother child telepathy and blue blooded infants there are examples of this practice in the aquatic mammal kingdom to investigate that guy is the master of illusion and the ultimate liar he tells it first and then just follows the thread of time in which the people are willing to buy it in which he can make it so he ll play a poker face up until he thinks he s cornered and then he ll whine beg and grovel all it means to him is that you re willing to live on the ground work that he has laid that is that he was right and he didn t over play his hand and he won t need to go back and try another thread of time you have ultimate control over your destiny just don t live along a path that leads to a reality in which you don t want to be a part of
"
How is it ever going to be an Off- the Shelf Technology if someone doesn't
do it?  Maybe we should do this as part of the SSF design goals. ;-)

Gee fred.  After your bitter defense of 20 KHz power as a Basic technology
for SSF, Id think you would support a minor research program like this.

And does anyone who knows more Particle physics then me,  know if the IPNS
could Prove this technology?
",2,sci.space,how is it ever going to be an off the shelf technology if someone doesn t do it maybe we should do this as part of the ssf design goals gee fred after your bitter defense of khz power as a basic technology for ssf id think you would support a minor research program like this and does anyone who knows more particle physics then me know if the ipns could prove this technology
"I have the need for displaying 2 1/2 D surfaces under X, using only
Xlib, Xt and Xm.  Does anyone know of a package, available on internet,
which will be able to do the work?

   I am looking for a STAND-ALONE package providing similar functions
to ""xprism3"" available with Khoros, but without the numerous libraries
required for it.  I want to be able to recompile it and run it on
various platforms, from SGIs to i486s (UNIX).

   Any help will be appreciated.
",0,comp.graphics,i have the need for displaying d surfaces under x using only xlib xt and xm does anyone know of a package available on internet which will be able to do the work i am looking for a stand alone package providing similar functions to xprism available with khoros but without the numerous libraries required for it i want to be able to recompile it and run it on various platforms from sgis to i s unix any help will be appreciated
"The most current orbital elements from the NORAD two-line element sets are
carried on the Celestial BBS, (513) 427-0674, and are updated daily (when
possible).  Documentation and tracking software are also available on this
system.  As a service to the satellite user community, the most current
elements for the current shuttle mission are provided below.  The Celestial
BBS may be accessed 24 hours/day at 300, 1200, 2400, 4800, or 9600 bps using
8 data bits, 1 stop bit, no parity.

Element sets (also updated daily), shuttle elements, and some documentation
and software are also available via anonymous ftp from archive.afit.af.mil
(129.92.1.66) in the directory pub/space.

STS 56     
1 22621U 93 23  A 93105.58333333  .00090711  00000-0  25599-3 0   249
2 22621  57.0029 144.8669 0004136 304.2989 134.3206 15.92851555  1179
1993 023B  
1 22623U 93 23  B 93103.37312705  .00041032  00000-0  11888-3 0    86
2 22623  57.0000 155.1150 0004422 293.4650  66.5967 15.92653917   803",2,sci.space,the most current orbital elements from the norad two line element sets are carried on the celestial bbs and are updated daily when possible documentation and tracking software are also available on this system as a service to the satellite user community the most current elements for the current shuttle mission are provided below the celestial bbs may be accessed hours day at or bps using data bits stop bit no parity element sets also updated daily shuttle elements and some documentation and software are also available via anonymous ftp from archive afit af mil in the directory pub space sts u a b u b
"I am looking for comments from people who have used/heard about PhotoShop
for Windows. Is it good? How does it compare to the Mac version? Is there
a lot of bugs (I heard the Windows version needs ""fine-tuning)?

Any comments would be greatly appreciated..

Thank you.",0,comp.graphics,i am looking for comments from people who have used heard about photoshop for windows is it good how does it compare to the mac version is there a lot of bugs i heard the windows version needs fine tuning any comments would be greatly appreciated thank you
"As quoted from <c115184.734895755@assn119> by c115184@cs.UAlberta.CA (Merth Eric William):


What you fail to see is that in order to make a nightmarish stew of psychosis
and repression, you have to break a few eggs.  You the evil productive 
elements in society, are those eggs....

Damn the spirit, full speed ahead....
",3,talk.politics.misc,as quoted from by merth eric william what you fail to see is that in order to make a nightmarish stew of psychosis and repression you have to break a few eggs you the evil productive elements in society are those eggs damn the spirit full speed ahead
"Hi, 

the subject says it all. Is there a PD viewer for gl files (for X)?

Thanks
",0,comp.graphics,hi the subject says it all is there a pd viewer for gl files for x thanks
"
: Can anyone tell me where to find a MPEG viewer (either DOS or
: Windows).

: Thanks in advance.

: -- 
: Alan M. Jackson      Mail : ajackson@cch.cov.ac.uk

:      Liverpool Football Club - Simply The Best
:               ""You'll Never Walk Alone""

You can find a Windows MPEG viewer at wuarchive.wustl.edu in the
mirrors/msdos/windows3 directory.

-- ",0,comp.graphics,can anyone tell me where to find a mpeg viewer either dos or windows thanks in advance alan m jackson mail liverpool football club simply the best you ll never walk alone you can find a windows mpeg viewer at wuarchive wustl edu in the mirrors msdos windows directory
"
Try FTP-ing at
 pub-info.jpl.nasa.gov  (128.149.6.2) (simple dir-structure)

and  ames.arc.nasa.gov
at /pub/SPACE/GIF and /pub/SPACE/JPEG
sorry only 8 bits gifs and jpegs :-( great piccy's though (try the *x.gif
files they're semi-huge gif89a files)
                           ^^-watch out gif89a dead ahead!!!
Good-luck (good software to be found out-there too)

Jurriaan

JHWITTEN@CS.RUU.NL ",0,comp.graphics,try ftp ing at pub info jpl nasa gov simple dir structure and ames arc nasa gov at pub space gif and pub space jpeg sorry only bits gifs and jpegs great piccy s though try the x gif files they re semi huge gif a files watch out gif a dead ahead good luck good software to be found out there too jurriaan
"I have a small program to extract a 640x480 image from a vga 16 color screen,
and store that image in a TIFF file.  I need to insert the image into a
sales brochure, which I then need printed in 4 color.  On a mac, I would
use Photoshop to separate the image into 5 EPS files, and then pull it into
quark express, then get it printed to film on a lintronix at a service bureau.

However, I don't have a mac, but I do have windows.  What would I need to 
do this type of operation in the windows 3.1 environment?  Are there any
separation programs available on the net?  Is there a good page layout program
that I should look into?

Thanks in advance.

",0,comp.graphics,i have a small program to extract a x image from a vga color screen and store that image in a tiff file i need to insert the image into a sales brochure which i then need printed in color on a mac i would use photoshop to separate the image into eps files and then pull it into quark express then get it printed to film on a lintronix at a service bureau however i don t have a mac but i do have windows what would i need to do this type of operation in the windows environment are there any separation programs available on the net is there a good page layout program that i should look into thanks in advance
"Yes I am aware CorelDraw exports in SCODAL.
Version 2 did it quite well, apart from a
few hassles with radial fills. Version 3 RevB
is better but if you try to export in SCODAL
with a bitmap image included in the drawing
it will say something like ""cannot export
SCODAL with bitmap""- at least it does on my
version.
 If anyone out there knows a way around this
I am all ears.
 Temporal images make a product called Filmpak
which converts Autocad plots to SCODAL, postscript
to SCODAL and now GIF to SCODAL but it costs $650
and I was just wondering if there was anything out
there that just did the bitmap to SCODAL part a tad
cheaper.",0,comp.graphics,yes i am aware coreldraw exports in scodal version did it quite well apart from a few hassles with radial fills version revb is better but if you try to export in scodal with a bitmap image included in the drawing it will say something like cannot export scodal with bitmap at least it does on my version if anyone out there knows a way around this i am all ears temporal images make a product called filmpak which converts autocad plots to scodal postscript to scodal and now gif to scodal but it costs and i was just wondering if there was anything out there that just did the bitmap to scodal part a tad cheaper
